time_stamp,current_price,label,prediction
1727200088,4.096680756653903e-06,1.0,0.9995661392723185
1727200089,4.096680756653903e-06,1.0,0.5552984395400318
1727200090,4.096680756653903e-06,1.0,0.9952738019840569
1727200091,4.096680756653903e-06,1.0,0.7823347488524334
1727200092,4.096680756653903e-06,1.0,0.9958528390109167
1727200093,4.096680756653903e-06,1.0,0.9931127215805223
1727200094,4.096680756653903e-06,1.0,0.2772415409414247
1727200095,4.096680756653903e-06,1.0,0.9652279868003595
1727200096,4.096680756653903e-06,1.0,0.9996386280212777
1727200097,4.096680756653903e-06,1.0,0.9998233617923398
1727200098,4.096680756653903e-06,1.0,0.9140810254075706
1727200099,4.096680756653903e-06,1.0,0.7363237303727324
1727200100,4.096680756653903e-06,1.0,0.9994747499819084
1727200101,4.096680756653903e-06,1.0,0.9988903431006096
1727200102,4.096680756653903e-06,1.0,0.8325100411855623
1727200103,4.096680756653903e-06,1.0,0.8688306739542033
1727200104,4.096680756653903e-06,1.0,0.9569149226527914
1727200105,4.096680756653903e-06,1.0,0.9964987306510035
1727200106,4.096680756653903e-06,1.0,0.999149154547822
1727200107,4.096680756653903e-06,1.0,0.9991224189418604
1727200108,4.096680756653903e-06,1.0,0.9987357817232683
1727200109,4.096680756653903e-06,1.0,0.8526784326973114
1727200110,4.096680756653903e-06,1.0,0.8872627027154798
1727200111,4.096680756653903e-06,1.0,0.9966062806562459
1727200112,4.096680756653903e-06,1.0,0.47257536016876245
1727200113,4.096680756653903e-06,1.0,0.9984312691241997
1727200114,4.096680756653903e-06,1.0,0.9262451408769832
1727200115,4.096680756653903e-06,1.0,0.8190229921974798
1727200116,4.096680756653903e-06,1.0,0.8026776930724011
1727200117,4.096680756653903e-06,1.0,0.9108277321267646
1727200118,4.096680756653903e-06,1.0,0.9868066333644809
1727200119,4.096680756653903e-06,1.0,0.4940354692195562
1727200120,4.096680756653903e-06,1.0,0.9115857845194193
1727200121,4.096680756653903e-06,1.0,0.9991050118739222
1727200122,4.096680756653903e-06,1.0,0.8966480032667355
1727200123,4.096680756653903e-06,1.0,0.9993020490294788
1727200124,4.096680756653903e-06,1.0,0.9981917533697735
1727200125,4.096680756653903e-06,1.0,0.9158656038480002
1727200126,4.096680756653903e-06,1.0,0.9986420795320646
1727200127,4.096680756653903e-06,1.0,0.9937678018447387
1727200128,4.096680756653903e-06,1.0,0.9996619174118063
1727200129,4.096680756653903e-06,1.0,0.5585539733911169
1727200130,4.096680756653903e-06,1.0,0.3736555778527634
1727200131,4.096680756653903e-06,1.0,0.9998158378687071
1727200132,4.096680756653903e-06,1.0,0.999427849674595
1727200133,4.096680756653903e-06,1.0,0.894736206962499
1727200134,4.096680756653903e-06,1.0,0.7995990331965948
1727200135,4.096680756653903e-06,1.0,0.9621551967817158
1727200136,4.096680756653903e-06,1.0,0.877800359487218
1727200137,4.096680756653903e-06,1.0,0.20090735485086636
1727200138,4.096680756653903e-06,1.0,0.6714103575240115
1727200139,4.096680756653903e-06,1.0,0.7583003570999971
1727200140,4.096680756653903e-06,1.0,0.999653203662976
1727200141,4.096680756653903e-06,1.0,0.9971929427556628
1727200142,4.096680756653903e-06,1.0,0.9969329043133923
1727200143,4.096680756653903e-06,1.0,0.9985009156360612
1727200144,4.096680756653903e-06,1.0,0.990716150441165
1727200145,4.096680756653903e-06,1.0,0.8474022225465937
1727200146,4.096680756653903e-06,1.0,0.9992476136620942
1727200147,4.096680756653903e-06,1.0,0.9968570513953885
1727200148,4.096680756653903e-06,1.0,0.9986829168846075
1727200149,4.096680756653903e-06,1.0,0.9988924779338303
1727200150,4.096680756653903e-06,1.0,0.7555163022973881
1727200151,4.096680756653903e-06,1.0,0.8205133809273215
1727200152,4.096680756653903e-06,1.0,0.9986328790585355
1727200153,4.096680756653903e-06,1.0,0.7360760644151507
1727200154,4.096680756653903e-06,1.0,0.9968190565752301
1727200155,4.096680756653903e-06,1.0,0.9999164363005717
1727200156,4.096680756653903e-06,1.0,0.9232961697538482
1727200157,4.096680756653903e-06,1.0,0.7612403785974711
1727200158,4.096680756653903e-06,1.0,0.9992453916847712
1727200159,4.096680756653903e-06,1.0,0.9991662572831705
1727200160,4.096680756653903e-06,1.0,0.9611461251624678
1727200161,4.096680756653903e-06,1.0,0.9965055739371392
1727200162,4.096680756653903e-06,1.0,0.8678655624653566
1727200163,4.096680756653903e-06,1.0,0.3231155252338579
1727200164,4.096680756653903e-06,1.0,0.9984214564414559
1727200165,4.096680756653903e-06,1.0,0.9963587678707114
1727200166,4.096680756653903e-06,1.0,0.2840274706416853
1727200167,4.096680756653903e-06,1.0,0.9449870475624056
1727200168,4.096680756653903e-06,1.0,0.9998074949132786
1727200169,4.096680756653903e-06,1.0,0.9973245177199376
1727200170,4.096680756653903e-06,1.0,0.997424543581995
1727200171,4.096680756653903e-06,1.0,0.9967227539539589
1727200172,4.096680756653903e-06,1.0,0.9471382686010922
1727200173,4.096680756653903e-06,1.0,0.8280224459207346
1727200174,4.096680756653903e-06,1.0,0.8680461945294643
1727200175,4.096680756653903e-06,1.0,0.9994824774428152
1727200176,4.096680756653903e-06,1.0,0.5864455121068105
1727200177,4.096680756653903e-06,1.0,0.9979307943911511
1727200178,4.096680756653903e-06,1.0,0.4192732704022136
1727200179,4.096680756653903e-06,1.0,0.9995120064991834
1727200180,4.096680756653903e-06,1.0,0.9978618859139958
1727200181,4.096680756653903e-06,1.0,0.9984680758786644
1727200182,4.096680756653903e-06,1.0,0.9998389690497871
1727200183,4.096680756653903e-06,1.0,0.9312131828238766
1727200184,4.096680756653903e-06,1.0,0.7619523083264618
1727200185,4.096680756653903e-06,1.0,0.9980958301669268
1727200186,4.096680756653903e-06,1.0,0.9988140783974612
1727200187,4.096680756653903e-06,1.0,0.9984278035477909
1727200188,4.096680756653903e-06,1.0,0.9974389181314011
1727200189,4.096680756653903e-06,1.0,0.8495183820967723
1727200190,4.096680756653903e-06,1.0,0.9974441171180117
1727200191,4.096680756653903e-06,1.0,0.9812967524594033
1727200192,4.096680756653903e-06,1.0,0.88401911512738
1727200193,4.096680756653903e-06,1.0,0.8929740807917945
1727200194,4.096680756653903e-06,1.0,0.9996382808926747
1727200195,4.096680756653903e-06,1.0,0.885703114904054
1727200196,4.096680756653903e-06,1.0,0.8749401917447401
1727200197,4.096680756653903e-06,1.0,0.7358157867643546
1727200198,4.096680756653903e-06,1.0,0.890014052105977
1727200199,4.096680756653903e-06,1.0,0.6585018343365343
1727200200,4.096680756653903e-06,1.0,0.8093527851963387
1727200201,4.096680756653903e-06,1.0,0.8916727669745037
1727200202,4.096680756653903e-06,1.0,0.9087190342645357
1727200203,4.096680756653903e-06,1.0,0.9199325741087733
1727200204,4.096680756653903e-06,1.0,0.9501742304373577
1727200205,4.096680756653903e-06,1.0,0.9969116890304438
1727200206,4.096680756653903e-06,1.0,0.9991699635026775
1727200207,4.096680756653903e-06,1.0,0.8529755186218346
1727200208,4.096680756653903e-06,1.0,0.9986653118832625
1727200209,4.096680756653903e-06,1.0,0.9969438104451773
1727200210,4.096680756653903e-06,1.0,0.9963372250857933
1727200211,4.096680756653903e-06,1.0,0.9674145100909997
1727200212,4.096680756653903e-06,1.0,0.7184313052752684
