time_stamp,current_price,label,prediction
1726372222,0.00011800828726614838,1.0,0.9995661392723185
1726372223,0.00011801647824763362,1.0,0.5552984395400318
1726372224,0.00011970586958664205,1.0,0.9952738019840569
1726372225,0.00012075300734781012,1.0,0.7823347488524334
1726372226,0.0001207505756546207,1.0,0.9958528390109167
1726372227,0.0001207505756546207,1.0,0.9931127215805223
1726372228,0.00012075660202469884,1.0,0.2772415409414247
1726372229,0.00012075617515681831,1.0,0.9652279868003595
1726372230,0.00012075664951271743,1.0,0.9996386280212777
1726372231,0.00012075664951271743,1.0,0.9998233617923398
1726372232,0.00012075664951271743,1.0,0.9140810254075706
1726372233,0.00012075660202469886,1.0,0.7363237303727324
1726372234,0.00012075660202469884,1.0,0.9994747499819084
1726372235,0.00012075660202469886,1.0,0.9988903431006096
1726372236,0.00012075660202469884,1.0,0.8325100411855623
1726372237,0.00012079408167747553,1.0,0.8688306739542033
1726372238,0.00012079408167747553,1.0,0.9569149226527914
1726372239,0.00012265173061414017,1.0,0.9964987306510035
1726372240,0.00012265173061414017,1.0,0.999149154547822
1726372241,0.00012313586576756175,1.0,0.9991224189418604
1726372242,0.00012313586576756175,1.0,0.9987357817232683
1726372243,0.00012313586576756175,1.0,0.8526784326973114
1726372244,0.00012313586576756175,1.0,0.8872627027154798
1726372245,0.00012313586576756175,1.0,0.9966062806562459
1726372246,0.00012313586576756175,1.0,0.47257536016876245
1726372247,0.00012313586576756175,1.0,0.9984312691241997
1726372248,0.00012313586576756175,1.0,0.9262451408769832
1726372249,0.00012304150708779938,1.0,0.8190229921974798
1726372250,0.00012305217307308919,1.0,0.8026776930724011
1726372251,0.00012303261721530566,1.0,0.9108277321267646
1726372252,0.00012265762179914706,1.0,0.9868066333644809
1726372253,0.00012265762179914703,1.0,0.4940354692195562
1726372254,0.00012265762179914706,1.0,0.9115857845194193
1726372255,0.00012265762179914706,1.0,0.9991050118739222
1726372256,0.00012265762179914706,1.0,0.8966480032667355
1726372257,0.00012265762179914706,1.0,0.9993020490294788
1726372258,0.00012265762179914703,1.0,0.9981917533697735
1726372259,0.00012265762179914703,1.0,0.9158656038480002
1726372260,0.00012265762179914703,1.0,0.9986420795320646
1726372261,0.00012265762179914703,1.0,0.9937678018447387
1726372262,0.00012265762179914703,1.0,0.9996619174118063
1726372263,0.00012265762179914706,1.0,0.5585539733911169
1726372264,0.00012265762179914706,1.0,0.3736555778527634
1726372265,0.00012365944449606935,1.0,0.9998158378687071
1726372266,0.0001247021147641197,1.0,0.999427849674595
1726372267,0.00012470211476411973,1.0,0.894736206962499
1726372268,0.00012471271492708647,1.0,0.7995990331965948
1726372269,0.00012471407086333004,1.0,0.9621551967817158
1726372270,0.00012471407086333007,1.0,0.877800359487218
1726372271,0.00012471407086333007,1.0,0.20090735485086636
1726372272,0.00012689634118686127,1.0,0.6714103575240115
1726372273,0.00012492872289597461,1.0,0.7583003570999971
1726372274,0.00012492872289597461,1.0,0.999653203662976
1726372275,0.0001250851574385492,1.0,0.9971929427556628
1726372276,0.0001250857647595676,1.0,0.9969329043133923
1726372277,0.0001250857647595676,1.0,0.9985009156360612
1726372278,0.0001250857647595676,1.0,0.990716150441165
1726372279,0.00012508576475956762,1.0,0.8474022225465937
1726372280,0.0001250857647595676,1.0,0.9992476136620942
1726372281,0.0001250857647595676,1.0,0.9968570513953885
1726372282,0.0001250857647595676,1.0,0.9986829168846075
1726372283,0.0001250857647595676,1.0,0.9988924779338303
1726372284,0.0001250853383773385,1.0,0.7555163022973881
1726372285,0.00012508121668245746,1.0,0.8205133809273215
1726372286,0.00012508121668245746,1.0,0.9986328790585355
1726372287,0.00012508121668245746,1.0,0.7360760644151507
1726372288,0.00012749269024327144,1.0,0.9968190565752301
1726372289,0.00012997697943077023,1.0,0.9999164363005717
1726372290,0.00013000182517104397,1.0,0.9232961697538482
1726372291,0.0001300147881659694,1.0,0.7612403785974711
1726372292,0.00013001478816596939,1.0,0.9992453916847712
1726372293,0.00013001478816596939,1.0,0.9991662572831705
1726372294,0.00013001478816596939,1.0,0.9611461251624678
1726372295,0.00013001478816596939,1.0,0.9965055739371392
1726372296,0.00013001478816596939,1.0,0.8678655624653566
1726372297,0.00013001951425786927,1.0,0.3231155252338579
1726372298,0.00013002886595116236,1.0,0.9984214564414559
1726372299,0.00013003178835531648,1.0,0.9963587678707114
1726372300,0.00013003178835531646,1.0,0.2840274706416853
1726372301,0.00013003178835531646,1.0,0.9449870475624056
1726372302,0.00013003178835531646,1.0,0.9998074949132786
1726372303,0.00013003178835531646,1.0,0.9973245177199376
1726372304,0.0001300317883553165,1.0,0.997424543581995
1726372305,0.00013003178835531646,1.0,0.9967227539539589
1726372306,0.0001303504838335824,1.0,0.9471382686010922
1726372307,0.0001336649211996787,1.0,0.8280224459207346
1726372308,0.00013366353302849318,1.0,0.8680461945294643
1726372309,0.0001318592858004226,1.0,0.9994824774428152
1726372310,0.00013365520400137988,1.0,0.5864455121068105
1726372311,0.00013365520400137988,1.0,0.9979307943911511
1726372312,0.00013365520400137988,1.0,0.4192732704022136
1726372313,0.00013365520400137988,1.0,0.9995120064991834
1726372314,0.00013141122183819411,1.0,0.9978618859139958
1726372315,0.00013141398441357825,1.0,0.9984680758786644
1726372316,0.00013140920746030984,1.0,0.9998389690497871
1726372317,0.00013140920746030984,1.0,0.9312131828238766
1726372318,0.00013140920746030984,1.0,0.7619523083264618
1726372319,0.00013140920746030984,1.0,0.9980958301669268
1726372320,0.0001314139844135782,1.0,0.9988140783974612
1726372321,0.00014096683235822831,1.0,0.9984278035477909
1726372322,0.0001432826052156638,1.0,0.9974389181314011
1726372323,0.0001432826052156638,1.0,0.8495183820967723
1726372324,0.00014327830263873668,1.0,0.9974441171180117
1726372325,0.00014327739683306782,1.0,0.9812967524594033
1726372326,0.0001433470492414551,1.0,0.88401911512738
1726372327,0.0001437244566622771,1.0,0.8929740807917945
1726372328,0.0001437244566622771,1.0,0.9996382808926747
1726372329,0.0001437244566622771,1.0,0.885703114904054
1726372330,0.00014382604069236699,1.0,0.8749401917447401
1726372331,0.0001438563400700388,1.0,0.7358157867643546
1726372332,0.00014386355844576014,1.0,0.890014052105977
1726372333,0.000143990110238096,1.0,0.6585018343365343
1726372334,0.00014397684877615706,1.0,0.8093527851963387
1726372335,0.0001520995835595607,1.0,0.8916727669745037
1726372336,0.0001520995835595607,1.0,0.9087190342645357
1726372337,0.00015274688606869982,1.0,0.9199325741087733
1726372338,0.0001530211928265251,1.0,0.9501742304373577
1726372339,0.00015320704625224301,1.0,0.9969116890304438
1726372340,0.00015320704625224301,1.0,0.9991699635026775
1726372341,0.00015320704625224301,1.0,0.8529755186218346
1726372342,0.00015320704625224301,1.0,0.9986653118832625
1726372343,0.00015320704625224301,1.0,0.9969438104451773
1726372344,0.000153207046252243,1.0,0.9963372250857933
1726372345,0.000153207046252243,1.0,0.9674145100909997
1726372346,0.000153207046252243,1.0,0.7184313052752684
1726372347,0.00015320704625224301,1.0,0.999612916736164
1726372348,0.00015320704625224301,1.0,0.9279090993896194
1726372349,0.00015320704625224301,1.0,0.8948587844642724
1726372350,0.00015320704625224304,1.0,0.9980235640124819
1726372351,0.00015320704625224307,1.0,0.7384733589324557
1726372352,0.0001532035896701955,1.0,0.9992726928249661
1726372353,0.00015169656309449092,1.0,0.9988886737397822
1726372354,0.00015071122403081944,1.0,0.9961447457725717
1726372355,0.0001507112240308194,1.0,0.9995162859196957
1726372356,0.00015022028183961546,1.0,0.997781554646703
1726372357,0.00015022028183961546,1.0,0.8732655114552708
