time_stamp,current_price,label,prediction
1726548189,7.646437698094114e-05,1.0,0.9995661392723185
1726548190,7.587470668563938e-05,1.0,0.5552984395400318
1726548191,7.528251093930614e-05,1.0,0.9952738019840569
1726548192,7.51645843466709e-05,1.0,0.7823347488524334
1726548193,7.52784293452846e-05,1.0,0.9958528390109167
1726548194,7.516764397676352e-05,1.0,0.9931127215805223
1726548195,7.516764397676352e-05,1.0,0.2772415409414247
1726548196,7.516764397676352e-05,1.0,0.9652279868003595
1726548197,7.516764397676352e-05,1.0,0.9996386280212777
1726548198,7.579144706917101e-05,1.0,0.9998233617923398
1726548199,7.575143404081208e-05,1.0,0.9140810254075706
1726548200,7.573703327692406e-05,1.0,0.7363237303727324
1726548201,7.320676959675056e-05,0.0,0.29190948326247246
1726548202,6.659741648724251e-05,0.0,0.23122819455269134
1726548203,6.684859105825186e-05,0.0,0.0005987997811503507
1726548204,6.680733614034243e-05,0.0,0.0016651550474324768
1726548205,6.66832527390112e-05,0.0,0.004443879662920674
1726548206,6.66832527390112e-05,0.0,0.10674681873918637
1726548207,6.679622468863662e-05,0.0,0.299546594011978
1726548208,6.665041436582355e-05,0.0,0.12685677918008667
1726548209,6.674317023872231e-05,0.0,0.0005385169511997311
1726548210,6.663860123944348e-05,0.0,0.000822414621088331
1726548211,6.665293001389044e-05,0.0,0.003026748990282891
1726548212,6.677972139854673e-05,0.0,0.40493108309758874
1726548213,6.694211905465814e-05,0.0,0.0005201880010026008
1726548214,6.7039590081046e-05,0.0,0.020836526077277547
1726548215,6.717303896239577e-05,0.0,9.696675016824003e-05
1726548216,6.761653486302854e-05,0.5,0.31902299219747976
1726548217,6.761653486302854e-05,0.5,0.3026776930724012
1726548218,6.761653486302854e-05,0.5,0.41082773212676466
1726548219,6.761653486302854e-05,0.5,0.486806633364481
1726548220,6.761653486302854e-05,0.5,0.005637427994273376
1726548221,6.880770255120018e-05,0.5,0.41158578451941935
1726548222,6.937527292447584e-05,0.5,0.9422741918899908
1726548223,6.937527292447584e-05,0.5,0.3966480032667356
1726548224,6.912411938766251e-05,0.5,0.5955199142080883
1726548225,6.912411938766251e-05,0.5,0.5674667849627106
1726548226,6.92036084276068e-05,0.5,0.41586560384800025
1726548227,6.905611807833374e-05,0.5,0.5503297630855212
